offset,dA,tc,A,f,df
29.1220746765,0.0512874256,75.9114196241,6.2321211958,0.1993423191,0.0070059828
28.8199198155,0.0512874256,75.9114196241,6.2321211958,0.1993423191,0.00700617
28.8199198155,0.0512874256,75.9114196241,6.9549867681,0.1993423191,0.00700617
28.8199198155,0.0512874256,77.4052467435,6.9549867681,0.1993423191,0.00700617
28.5404721128,0.0512874256,74.0304518048,6.9549867681,0.1993600306,0.00700617
29.8610776388,0.0512874256,74.0304518048,6.964920418,0.1995177966,0.00700617
29.8610776388,0.0512874256,74.0304518048,6.964920418,0.1995177966,0.00700617
29.8610776388,0.0495400817,75.0128161277,6.964920418,0.1995177966,0.0070023053
29.8610776388,0.0442061911,75.0128161277,6.964920418,0.1995177966,0.0070023053
29.8610776388,0.0442061911,75.0128161277,6.964920418,0.1995177966,0.0070023053
29.8610776388,0.0442061911,75.0128161277,6.964920418,0.1995177966,0.0069998104
29.8610776388,0.0442061911,75.1825115563,6.964920418,0.1995177966,0.0069998104
29.5152303778,0.0442061911,75.1825115563,6.964920418,0.1994348415,0.0070103441
29.5152303778,0.0485969814,75.1825115563,6.964920418,0.1994348415,0.0070103441
29.5152303778,0.0515629339,75.1258844,6.964920418,0.1994348415,0.0070103441
29.5152303778,0.0515629339,75.1258844,6.964920418,0.1994348415,0.0070103441
28.5565523474,0.0408979277,75.1258844,6.964920418,0.1994348415,0.0070103441
28.5565523474,0.0048500292,75.1258844,6.964920418,0.1994348415,0.0070103441
28.5565523474,0.0345399935,75.1258844,8.0664805727,0.1994348415,0.0070103441
28.5565523474,0.0345399935,75.1258844,8.0664805727,0.1998051637,0.0070103441
28.5565523474,0.0345399935,75.9990486143,8.0664805727,0.1998051637,0.006989532
28.5565523474,0.0345399935,75.2372458282,8.0664805727,0.1998051637,0.007003685
28.5565523474,0.0345399935,75.2372458282,6.1988521525,0.1998051637,0.007003685
28.644785297,0.0345399935,75.2372458282,6.1988521525,0.1998051637,0.007003685
28.644785297,0.0345399935,75.2372458282,7.0408494732,0.1998051637,0.0069993445
28.644785297,0.0345399935,75.2372458282,6.95938338,0.1998051637,0.0069993445
28.6526960339,0.0345399935,75.2372458282,6.95938338,0.1994465819,0.0069993445
29.6503334457,0.0345399935,75.2372458282,6.95938338,0.1994465819,0.0069993445
29.6503334457,0.0345399935,75.2372458282,7.2741488498,0.1994465819,0.0069993445
29.6503334457,0.0345399935,75.5693188822,7.2741488498,0.1994465819,0.0069993445
28.4330827233,0.0345399935,76.1723105576,6.6655206115,0.1996814408,0.0070026441
28.9363640366,0.0668677801,74.7583738459,5.6239326904,0.1996814408,0.0070026441
28.9363640366,0.0668677801,74.7583738459,5.5917068825,0.1996814408,0.0070026441
30.0874236484,0.0668677801,75.3831228022,6.5743782577,0.1996814408,0.0070026441
30.3548486648,0.0678618,75.3831228022,6.7524816473,0.1996814408,0.0070026441
30.3548486648,0.0670197083,75.3831228022,6.7158151479,0.1996814408,0.0070026441
30.3548486648,0.0604151363,75.3831228022,6.7158151479,0.199715412,0.0070026441
30.3548486648,0.0604151363,75.3831228022,6.7158151479,0.199715412,0.0070026441
28.3089140118,0.0604151363,75.4473250889,6.7158151479,0.199715412,0.007000962
28.3089140118,0.035178633,75.4473250889,6.7158151479,0.199715412,0.0069951995
28.3089140118,0.0434271959,75.5500199241,6.7158151479,0.199715412,0.0069951995
28.3089140118,0.027786446,75.5500199241,7.4109106853,0.199715412,0.0069951995
28.3089140118,0.0222461379,76.7099136845,7.4109106853,0.199715412,0.0069951995
28.3089140118,0.0307958349,75.4791573139,9.0933201117,0.199715412,0.0069951995
28.3089140118,0.0307958349,75.4791573139,8.2842712929,0.199715412,0.0069961721
28.4738619821,0.0307958349,75.4791573139,8.2842712929,0.199715412,0.0069961721
28.4738619821,0.0307958349,75.4791573139,8.2842712929,0.199715412,0.0069961721
29.2324902585,0.0307958349,75.4791573139,8.2842712929,0.2006913904,0.0069961721
29.2324902585,0.0307958349,75.4791573139,7.4714242932,0.2006949657,0.0069824229
29.2324902585,0.0176108241,75.4791573139,7.3317105973,0.2006949657,0.0069824229
29.2324902585,0.0176108241,75.7061312615,7.3317105973,0.2006949657,0.0069824229
29.2324902585,0.0176108241,75.7061312615,7.3317105973,0.2006949657,0.0069824229
29.2324902585,0.0176108241,75.6361317063,7.0999663472,0.2006949657,0.0069824229
29.2324902585,0.0176108241,75.6361317063,7.0999663472,0.2006949657,0.0069824229
29.2324902585,0.0176108241,76.159980002,6.7433987752,0.2006949657,0.0069824229
29.2324902585,0.0176108241,75.7942311225,6.7433987752,0.2006949657,0.0069824229
28.3968761203,0.0176108241,75.7942311225,7.8693894645,0.2000793222,0.0069824229
28.3968761203,0.0176108241,75.9083927557,7.8693894645,0.2000793222,0.0069976184
28.3968761203,0.0176108241,75.9083927557,7.8693894645,0.1992841194,0.0069976184
28.3968761203,0.0243523991,75.4625974286,7.8693894645,0.1992841194,0.0069976184
28.3968761203,0.0243523991,75.4625974286,8.1808902436,0.1992841194,0.0069976184
28.1450185819,0.0243523991,75.4625974286,8.1808902436,0.1993676088,0.0070058188
28.1450185819,0.0243523991,75.4625974286,8.1808902436,0.1993676088,0.0070058188
28.1450185819,0.0243523991,75.4625974286,7.4885372249,0.1993676088,0.0070058188
28.1450185819,0.0243523991,75.4625974286,7.4885372249,0.1993676088,0.0070058188
28.1450185819,0.0243523991,73.1957552166,7.4885372249,0.1993676088,0.0070058188
28.1450185819,0.0243523991,73.1957552166,7.4885372249,0.1993676088,0.0070058188
28.1450185819,0.0243523991,73.0201697179,7.5650425886,0.199272041,0.007014085
28.1450185819,0.0243523991,73.0201697179,7.5650425886,0.199272041,0.0070065837
28.1450185819,0.0243523991,73.0201697179,8.6272266656,0.199272041,0.0070065837
28.665712783,0.0123285487,73.0201697179,8.6272266656,0.199272041,0.0070065837
29.3931315614,0.0123285487,73.3301544328,8.6272266656,0.199272041,0.0069973046
29.3931315614,0.0123285487,77.0100484187,8.6272266656,0.1991689812,0.007000672
29.3931315614,0.0207450699,77.0100484187,8.6272266656,0.1991689812,0.007001238
29.2926203506,0.0207450699,77.0100484187,8.6947806859,0.1991689812,0.007001238
29.2926203506,0.0207450699,77.0100484187,6.4110634256,0.1991689812,0.0070117643
29.2926203506,0.0207450699,75.3502985999,6.5676828844,0.1991689812,0.0070117643
29.2926203506,0.0535514042,75.3502985999,6.8508968458,0.1991689812,0.0070117643
29.2926203506,0.0724382828,75.3502985999,7.4511878895,0.1991689812,0.0070117643
29.2926203506,0.0406819426,75.3502985999,7.4511878895,0.1983693526,0.0070104742
28.6996746169,0.0406819426,75.3502985999,7.4511878895,0.1983693526,0.0070247799
28.6996746169,0.0406819426,75.3502985999,7.4511878895,0.1982209076,0.0070327374
28.6996746169,0.0406819426,75.3502985999,6.4089373717,0.1982209076,0.0070327374
28.6996746169,0.060428007,75.6571341944,6.4089373717,0.1982209076,0.0070327374
28.6996746169,0.0571674861,75.6571341944,6.4089373717,0.1982209076,0.0070327374
28.6996746169,0.0571674861,75.6571341944,6.4089373717,0.1982209076,0.0070327374
28.6996746169,0.0586327944,75.6571341944,6.4798342805,0.1987801965,0.007019326
28.6996746169,0.0646616377,75.6571341944,6.4798342805,0.1988476085,0.0070176519
28.6996746169,0.0314341493,75.6571341944,6.4798342805,0.1988476085,0.0070160251
28.6996746169,0.0468550943,75.6571341944,6.4798342805,0.1988476085,0.0070160251
28.6996746169,0.0468550943,75.6571341944,5.8719995674,0.1988476085,0.0070160251
28.6996746169,0.0197926128,75.6571341944,5.4640538882,0.1988476085,0.0070130445
28.6996746169,0.0197926128,75.6571341944,5.4640538882,0.1988476085,0.0070130445
28.6996746169,0.0368645422,75.6571341944,5.4640538882,0.1988476085,0.0070130445
28.6996746169,0.0435548086,75.6571341944,6.3406623256,0.1988476085,0.0070130445
28.6996746169,0.0435548086,75.6571341944,6.3406623256,0.1988476085,0.0070130445
28.881835105,0.0435548086,75.6571341944,6.3406623256,0.1988476085,0.0070151932
28.881835105,0.0435548086,75.6571341944,6.9801333639,0.19884832,0.0070151932
28.881835105,0.0435548086,75.6571341944,6.9801333639,0.19884832,0.0070151932
28.881835105,0.0435548086,75.6571341944,6.9801333639,0.19884832,0.0070151932
28.881835105,0.0435548086,75.6571341944,6.9801333639,0.19884832,0.0070151932
28.881835105,0.0435548086,75.6571341944,7.925235334,0.1986776646,0.0070151932
28.881835105,0.0477541051,75.281541257,7.925235334,0.1986776646,0.0070237984
29.5650926811,0.0477541051,75.281541257,7.925235334,0.1986776646,0.0070237984
28.7433041183,0.0347711091,75.0150371252,7.925235334,0.1986776646,0.0070237984
28.7433041183,0.0347711091,75.0150371252,7.925235334,0.1985856734,0.0070237984
28.7433041183,0.0347711091,75.0150371252,7.925235334,0.1985856734,0.0070237984
29.6804765053,0.0347711091,75.6136831534,7.925235334,0.1985856734,0.0070237984
29.6804765053,0.0347711091,75.2465459208,7.925235334,0.1985856734,0.0070272998
29.6804765053,0.0347711091,75.2465459208,8.3072174169,0.1985856734,0.0070272998
29.6804765053,0.0347711091,75.2465459208,6.0464686378,0.1977379518,0.0070272947
29.6804765053,0.0315190765,75.2465459208,5.9531144966,0.1984125092,0.0070272947
29.6804765053,0.0677480239,75.2465459208,6.1382785657,0.1984125092,0.0070272947
28.4230348325,0.0677480239,75.2465459208,5.7279479636,0.1984125092,0.0070240683
28.4230348325,0.062401633,75.2465459208,7.0397698877,0.1984125092,0.0070240683
29.5014174975,0.062401633,75.6723692448,7.0397698877,0.1984125092,0.0070122215
29.5014174975,0.062401633,75.6723692448,5.9015281088,0.1984125092,0.0070247728
29.5014174975,0.062401633,75.6723692448,5.9015281088,0.1984125092,0.0070247728
29.5014174975,0.062401633,75.6723692448,5.9015281088,0.1984125092,0.0070247728
29.5014174975,0.062401633,75.6723692448,6.5318931694,0.1984125092,0.0070239924
29.429341149,0.0568897419,75.6723692448,6.5318931694,0.1984125092,0.0070137963
29.429341149,0.0568897419,75.6723692448,5.5429198897,0.1984125092,0.0070137963
29.429341149,0.0790117427,75.6723692448,5.5429198897,0.1984125092,0.0070137963
29.429341149,0.0790117427,75.4344247116,5.5429198897,0.1984125092,0.0070137963
29.429341149,0.0520539301,75.4344247116,5.2946299634,0.1984125092,0.0070137963
29.429341149,0.074876105,75.4344247116,5.2946299634,0.1984125092,0.0070137963
29.2279479705,0.074876105,75.4344247116,5.2946299634,0.1984125092,0.0070137963
29.2279479705,0.074876105,75.6493231728,5.169453064,0.1984125092,0.0070137963
29.2279479705,0.074876105,75.3236140896,6.7281103037,0.1984125092,0.0070137963
29.2279479705,0.0594516827,75.3236140896,6.7281103037,0.1984125092,0.0070137963
29.2279479705,0.0594516827,75.3236140896,4.7949331925,0.1986710083,0.0070137963
29.2279479705,0.0594516827,75.3236140896,6.5492184062,0.1986710083,0.0070137963
29.2279479705,0.0594516827,75.3236140896,6.5492184062,0.1986710083,0.0070186126
29.2279479705,0.0576761745,75.3236140896,6.9528734405,0.198588113,0.0070186126
29.2279479705,0.0576761745,74.9688314585,6.9528734405,0.198588113,0.0070209556
29.5543867341,0.0576761745,74.9688314585,6.9528734405,0.198588113,0.0070209556
29.5543867341,0.0576761745,74.9688314585,5.8217191298,0.198588113,0.0070209556
28.5653261558,0.0576761745,74.9688314585,7.107202489,0.1982792128,0.0070209556
28.5653261558,0.0177362949,73.8288492774,7.107202489,0.1982792128,0.0070209556
28.5653261558,0.0177362949,73.8288492774,7.107202489,0.1982792128,0.0070196311
28.5653261558,0.0652356411,73.8288492774,5.7939709937,0.1982792128,0.0070196311
29.0175765365,0.0652356411,75.8902840449,6.7253947762,0.1982792128,0.0070196311
29.0175765365,0.0652356411,75.8902840449,6.7253947762,0.1982792128,0.0070196311
29.0842447159,0.0725361686,75.4271720332,3.8616532351,0.1982792128,0.0070196311
29.0842447159,0.0725361686,75.4271720332,4.3967628711,0.1982792128,0.0070196311
29.0842447159,0.0725361686,75.4271720332,5.5165047494,0.1986089507,0.0070196311
29.0842447159,0.0725361686,75.4271720332,7.4422093601,0.1986089507,0.0070196311
29.0842447159,0.0725361686,75.4271720332,6.4729449773,0.1986089507,0.0070196311
29.0842447159,0.0429818638,75.4271720332,7.0473683206,0.1986089507,0.0070196311
29.5669124898,0.061522209,75.4271720332,7.0473683206,0.1986089507,0.0070196311
29.5344950723,0.061522209,75.4271720332,7.0473683206,0.1986089507,0.0070196311
28.4726703611,0.0288976629,75.4271720332,7.0473683206,0.1986089507,0.0070208487
28.4726703611,0.0288976629,75.4271720332,7.0473683206,0.1986089507,0.0070208487
29.3728350588,0.0598915383,75.4271720332,7.0473683206,0.1986089507,0.0070208487
29.3728350588,0.0116802079,75.4271720332,7.3137880472,0.1986089507,0.0070208487
29.3728350588,0.0340546348,75.4271720332,6.693172267,0.1986089507,0.0070208487
29.3728350588,0.0340546348,75.4271720332,7.4442446999,0.1986089507,0.0070208487
29.3728350588,0.0340546348,75.4271720332,8.0216239074,0.1986089507,0.0070208487
29.3728350588,0.0273497079,75.4271720332,8.0216239074,0.1986089507,0.0070208487
29.3728350588,0.0379944832,75.4271720332,8.0216239074,0.1986089507,0.0070208487
29.3728350588,0.0379944832,75.7007545678,7.2960807848,0.1981912753,0.0070208487
29.3728350588,0.045344658,75.7007545678,7.2960807848,0.1980693821,0.0070208487
29.3728350588,0.0583957529,75.7007545678,7.2960807848,0.1980693821,0.0070208487
29.3728350588,0.0195382893,75.7007545678,6.827858734,0.1979252736,0.0070172872
29.3728350588,0.0195382893,78.0748067123,7.5235472904,0.1981794436,0.0070172872
29.3728350588,0.0558805844,78.0748067123,7.5235472904,0.1981794436,0.0070149221
29.3728350588,0.0075031772,77.1800975632,7.0103475684,0.1991829637,0.0070149221
29.3728350588,0.0399549049,77.6170815684,5.3890817658,0.1991829637,0.0070149221
28.7311189136,0.0219350997,81.0952088613,5.3890817658,0.1991829637,0.0070149221
28.7311189136,0.0219350997,81.9201746379,5.3890817658,0.1991829637,0.0070149221
29.3989667736,0.0219350997,83.4393161929,5.3890817658,0.1991829637,0.0070149221
29.3989667736,0.0219350997,84.6381584371,6.7247805397,0.1991829637,0.0070149221
29.3989667736,0.0219350997,84.6381584371,6.7247805397,0.1991829637,0.0070149221
29.3989667736,0.0219350997,84.6381584371,8.6005145401,0.1991829637,0.0070149221
29.3989667736,0.0219350997,81.8583467694,8.6005145401,0.1986571722,0.0070149221
29.3989667736,0.0140275619,81.8583467694,8.4002944811,0.1986571722,0.0070149221
28.8433775133,0.0032747608,81.8583467694,8.4002944811,0.1991056731,0.0070149221
28.8433775133,0.0032747608,85.1721832053,5.9660344057,0.1991056731,0.0070149221
28.8433775133,0.0032747608,83.9359573366,7.0342531895,0.1991056731,0.0070129482
29.1490357341,0.0032747608,83.9359573366,7.0342531895,0.1991056731,0.0070129482
29.1490357341,0.0032747608,83.9359573366,7.0342531895,0.1991056731,0.0070129482
29.1490357341,0.0032747608,86.4937672036,7.0342531895,0.1986947781,0.0070129482
29.1490357341,0.0032747608,86.14066209,7.0342531895,0.1986947781,0.0070129482
29.1490357341,0.0032747608,86.4352195121,8.662212858,0.1986947781,0.0070129482
28.9561266973,0.0032747608,83.381166151,8.3132023518,0.1986947781,0.0070129482
28.596091963,0.0032747608,83.381166151,8.3132023518,0.1986947781,0.0070129482
28.596091963,0.0032747608,82.8559484146,6.7805276363,0.1986947781,0.0070129482
29.2780894608,0.0056288847,84.0395575153,6.7805276363,0.1985282575,0.0070129482
29.4090915113,0.0317003301,84.0395575153,6.7805276363,0.199128558,0.0070129482
29.7245411339,0.0317003301,88.1010667294,5.8469186362,0.199128558,0.0070131303
28.2554098219,0.0317003301,89.7625285806,5.8469186362,0.1985201451,0.0070131303
28.2554098219,0.0317003301,89.7625285806,5.8469186362,0.1984286561,0.0070131303
29.7591530051,0.0317003301,87.4646587172,7.7210585681,0.1984286561,0.0070131303
29.7591530051,0.0317003301,85.0298720243,7.213614222,0.1985493219,0.0070131303
29.6427595683,0.0384063017,84.7069018183,7.0571614102,0.1985493219,0.0070132776
29.6427595683,0.0384063017,83.0841953682,7.2346307692,0.1985493219,0.0070132776
30.3107259837,0.0384063017,80.8390673566,7.2346307692,0.1985493219,0.0070132776
30.3107259837,0.0384063017,74.331212415,7.2346307692,0.1985493219,0.0070132776
30.3107259837,0.0384063017,73.775624326,6.9889575821,0.1985493219,0.0070132776
30.3107259837,0.0384063017,74.2769090281,6.9889575821,0.1988949572,0.0070132776
29.928254287,0.0384063017,74.2769090281,6.9889575821,0.1990131888,0.0070095229
29.928254287,0.0384063017,74.996390899,8.3801679218,0.1990131888,0.0070095229
29.928254287,0.0040381114,74.996390899,8.3801679218,0.1990131888,0.0070095229
29.928254287,0.0040381114,75.2189104512,8.3801679218,0.1990131888,0.0070095229
29.6964293464,0.0181092653,75.2189104512,8.3801679218,0.1990131888,0.0070095229
29.6964293464,0.0283956832,75.2189104512,8.3801679218,0.1987660633,0.0070095229
29.6964293464,0.0283956832,75.2189104512,8.3801679218,0.1987660633,0.0070157645
29.6964293464,0.0283956832,75.2189104512,8.3801679218,0.198464289,0.0070157645
29.6964293464,0.0283956832,75.2189104512,7.1449035953,0.198464289,0.0070157645
29.6964293464,0.0283956832,75.2189104512,7.1449035953,0.1986254708,0.0070157645
28.2969086197,0.0283956832,75.2189104512,7.3185866052,0.1986254708,0.0070157645
28.6943412539,0.0283956832,75.2189104512,8.1725416866,0.1990392815,0.0070157645
28.6943412539,0.0327788033,75.2189104512,8.1725416866,0.1990392815,0.0070157645
28.6943412539,0.0327788033,75.2189104512,8.1725416866,0.1985560264,0.0070157645
28.6943412539,0.0197479329,75.2189104512,8.1725416866,0.1985560264,0.0070163658
28.6943412539,0.0197479329,75.2189104512,8.1725416866,0.19840015,0.0070163658
29.0249410531,0.0197479329,75.2189104512,7.8011830439,0.19840015,0.0070163658
29.0249410531,0.0601583779,75.0991612422,7.8011830439,0.19840015,0.0070163658
29.0249410531,0.048796389,75.0991612422,6.6635288208,0.19840015,0.0070163658
29.0249410531,0.0449343929,75.0991612422,7.7725923876,0.19840015,0.0070163658
29.0249410531,0.0449343929,75.0991612422,7.7725923876,0.19840015,0.0070163658
29.0249410531,0.0449343929,75.0991612422,7.7725923876,0.19840015,0.0070204011
29.0249410531,0.0449343929,75.0991612422,7.7725923876,0.19840015,0.0070204011
29.0249410531,0.0449343929,75.0991612422,6.7675202024,0.19840015,0.0070204011
29.0249410531,0.0449343929,75.0991612422,6.7675202024,0.19840015,0.0070204011
29.0249410531,0.0435608837,75.0991612422,6.7675202024,0.19840015,0.0070204011
29.0249410531,0.0435608837,75.0991612422,6.7675202024,0.19840015,0.0070204011
29.0249410531,0.0096608699,75.0991612422,6.7675202024,0.19840015,0.0070204011
29.0249410531,0.0096608699,75.5020496417,6.7675202024,0.1982460792,0.0070204011
29.0249410531,0.0096608699,75.5020496417,7.0798268038,0.1982460792,0.0070204011
29.0249410531,0.0096608699,75.5020496417,7.0798268038,0.1982460792,0.0070157699
29.0249410531,0.0096608699,75.5020496417,7.6200127912,0.1982460792,0.0070137879
29.0249410531,0.0096608699,74.5758709754,7.6200127912,0.1982460792,0.0070137879
29.0249410531,0.0096608699,74.5758709754,7.6200127912,0.1982460792,0.0070137879
29.0249410531,0.027443626,74.5758709754,7.6200127912,0.1982460792,0.0070217698
29.0249410531,0.027443626,75.396705417,7.6200127912,0.1982460792,0.0070228649
29.0249410531,0.027443626,75.396705417,7.6200127912,0.1988948428,0.0070228649
29.0249410531,0.027443626,75.396705417,7.5934264736,0.1979270332,0.0070228649
29.0249410531,0.027443626,75.396705417,7.5934264736,0.1979270332,0.0070228649
29.0249410531,0.0048964876,75.3815993176,7.8358551052,0.1979270332,0.0070222974
29.0249410531,0.0356792123,75.3815993176,7.6283724104,0.1979270332,0.0070222974
29.0249410531,0.0356792123,75.3815993176,7.6283724104,0.1979315341,0.0070222974
29.0249410531,0.0492513106,75.3815993176,5.7691842744,0.1979315341,0.0070222974
30.113586874,0.0492513106,75.3815993176,5.7691842744,0.1979315341,0.0070222974
29.7436154929,0.0492513106,75.3815993176,5.7691842744,0.1979315341,0.0070222974
29.7436154929,0.0492513106,75.3815993176,6.9388676148,0.1979315341,0.0070222974
29.7436154929,0.0492513106,75.3815993176,6.9388676148,0.1979315341,0.0070211835
29.7436154929,0.0492513106,75.6509516308,6.9388676148,0.1979315341,0.0070134245
29.7436154929,0.0334663821,75.6509516308,6.9388676148,0.1979315341,0.0070134245
29.7436154929,0.0334663821,75.6509516308,5.5126678119,0.1979315341,0.0070134245
29.7436154929,0.0556944995,75.6509516308,6.5148833441,0.1979315341,0.0070134245
29.5718858811,0.0531256854,75.6509516308,8.1618860934,0.1979315341,0.0070264633
29.3626392554,0.0531256854,75.6509516308,8.1618860934,0.1979315341,0.0070209102
29.3626392554,0.0531256854,75.6509516308,5.7735646794,0.1979315341,0.0070209102
29.5688715516,0.0531256854,75.6509516308,5.8587299859,0.1979315341,0.0070392703
29.5688715516,0.0531256854,75.6509516308,5.8587299859,0.1984708582,0.0070206624
29.5688715516,0.0531256854,75.6509516308,7.9711706688,0.1984708582,0.0070206624
29.1953260166,0.0531256854,74.0133659627,7.4673624173,0.1984708582,0.0070206624
29.1953260166,0.0355797788,74.0133659627,7.4673624173,0.1984708582,0.0070206624
29.1953260166,0.0077661838,75.7051431086,7.4673624173,0.1984708582,0.0070206624
29.1953260166,0.0077661838,75.7051431086,7.4673624173,0.1984708582,0.0070206624
29.1953260166,0.0542114803,75.7051431086,7.4673624173,0.1984708582,0.0070206624
29.1953260166,0.0321926846,75.7051431086,7.3205003145,0.1984708582,0.007019343
29.1953260166,0.0321926846,75.7051431086,7.3205003145,0.1984708582,0.007019343
29.1953260166,0.0450827702,75.7051431086,7.3205003145,0.1984708582,0.007019343
29.1953260166,0.0450827702,75.7051431086,7.3205003145,0.1984708582,0.007019343
29.1953260166,0.0450827702,75.7051431086,7.3205003145,0.1984708582,0.007019343
29.1953260166,0.0450827702,75.7051431086,6.8031608835,0.1984708582,0.007019343
29.1953260166,0.0347204247,75.3196706903,6.8031608835,0.1984708582,0.007019343
29.1953260166,0.0520154177,75.3196706903,6.8031608835,0.1984708582,0.007019343
29.1953260166,0.0459137304,75.3196706903,8.4893390535,0.1980274649,0.007019343
29.1953260166,0.0140651771,75.3196706903,8.4893390535,0.1980274649,0.007019343
29.1953260166,0.0096847029,75.3196706903,8.1902566553,0.1980274649,0.007019343
29.1953260166,0.0074673014,75.3196706903,9.3460828061,0.1980274649,0.007019343
29.1953260166,0.0074673014,75.3196706903,9.3460828061,0.1980274649,0.007019343
29.1953260166,0.0076832725,75.2829786706,8.9049793516,0.1990265259,0.007019343
29.6306777764,0.0076832725,75.2829786706,8.9049793516,0.1990265259,0.0070141705
29.6888558934,0.0076832725,75.2829786706,8.9049793516,0.1990265259,0.0070144305
29.6888558934,0.0076832725,75.2829786706,8.9049793516,0.1990265259,0.0070144305
29.6888558934,0.0123726135,75.2829786706,8.9049793516,0.1990265259,0.0070144305
29.6888558934,0.0123726135,75.2829786706,8.3241650344,0.1990208256,0.0070144305
29.6888558934,0.0123726135,75.2829786706,8.1140675297,0.1990208256,0.0070144305
29.6888558934,0.0123726135,75.2829786706,8.1140675297,0.1990208256,0.0070144305
29.6888558934,0.0123726135,75.2829786706,8.1319191634,0.1990208256,0.0070203813
28.668856985,0.0123726135,75.2829786706,8.1319191634,0.1981544521,0.0070203813
28.668856985,0.0123726135,75.2829786706,7.4156896809,0.1981544521,0.0070203813
28.668856985,0.0088638585,75.060189508,7.7163545296,0.1981544521,0.0070203813
28.668856985,0.0088638585,75.060189508,7.7163545296,0.1981544521,0.0070203813
28.668856985,0.0211258167,75.060189508,7.7163545296,0.1981544521,0.0070174789
28.668856985,0.0211258167,75.060189508,7.7163545296,0.1979644828,0.0070293291
28.668856985,0.0004462631,75.8696533807,7.7163545296,0.1979644828,0.0070293291
28.668856985,0.0004462631,76.3832528274,7.7163545296,0.1979644828,0.0070293291
28.668856985,0.0227624967,77.4182555709,7.7163545296,0.1976846475,0.0070293291
28.668856985,0.0227624967,74.4603154815,7.7163545296,0.1976846475,0.0070293291
28.668856985,0.0227624967,74.9217389392,8.307888052,0.1976846475,0.0070293291
28.668856985,0.0195621308,74.9217389392,8.307888052,0.1976846475,0.0070293291
28.668856985,0.001216997,75.6606459268,8.307888052,0.1976846475,0.0070293291
28.668856985,0.001216997,75.6606459268,8.307888052,0.1973737942,0.0070372735
28.668856985,0.001216997,75.0435654657,7.3241739933,0.1973737942,0.0070372735
28.668856985,0.001216997,75.0435654657,7.9948616909,0.1977625779,0.0070349608
28.668856985,0.001216997,75.0435654657,7.9948616909,0.1975449799,0.0070230598
29.7000799396,0.001216997,74.2267951456,7.9948616909,0.1964500132,0.0070506389
29.7000799396,0.001216997,74.2267951456,7.9948616909,0.1964500132,0.0070506389
28.1455241083,0.001216997,74.2267951456,7.9948616909,0.1964500132,0.0070506389
29.8733991213,0.001216997,74.2267951456,7.9948616909,0.1964500132,0.0070506389
29.8733991213,0.001216997,73.4838380936,7.9948616909,0.1964500132,0.0070528432
29.8733991213,0.0077901088,74.2456461836,9.2215030669,0.1964500132,0.0070528432
29.8733991213,0.0077901088,74.2456461836,8.7064262646,0.1964500132,0.0070528432
29.8733991213,0.0077901088,76.7585049239,8.2106246666,0.1967533202,0.0070528432
29.8733991213,0.0181011392,75.4940501872,8.2106246666,0.1967533202,0.0070528432
29.8733991213,0.0181011392,75.4940501872,8.2106246666,0.1967466919,0.0070528432
29.8733991213,0.0074954877,75.4940501872,8.2106246666,0.1967466919,0.0070528432
29.2674218612,0.0239455147,75.4940501872,8.2106246666,0.1967466919,0.00704502
29.1668429446,0.0239455147,75.4940501872,8.2969417491,0.1967466919,0.00704502
29.1668429446,0.0239455147,75.4940501872,8.6280420996,0.1972294254,0.00704502
29.1668429446,0.0239455147,75.4940501872,7.937276562,0.1972294254,0.00704502
29.1668429446,0.0239455147,75.4940501872,7.7160630213,0.1972294254,0.0070434741
28.2152402883,0.0239455147,75.0680634381,7.7160630213,0.1972294254,0.0070429189
29.1163918314,0.0239455147,75.0680634381,7.3386444208,0.1972171368,0.0070429189
29.1163918314,0.0265974993,75.0680634381,7.3386444208,0.1972171368,0.0070429189
29.1163918314,0.0265974993,75.0680634381,7.3386444208,0.1972171368,0.0070429189
29.1163918314,0.0320170691,75.0680634381,7.1220555005,0.1972171368,0.0070429189
29.1163918314,0.0320170691,75.0680634381,7.1220555005,0.1972171368,0.0070429189
29.1163918314,0.0320170691,76.6791213319,7.1220555005,0.1972171368,0.0070429189
29.1163918314,0.0320170691,76.6791213319,7.1220555005,0.1974963744,0.0070429189
29.1163918314,0.0320170691,73.3414173863,7.1220555005,0.1974963744,0.0070429189
29.1163918314,0.0320170691,75.663642272,7.1220555005,0.1974963744,0.0070313465
29.1163918314,0.0369559127,75.663642272,7.1220555005,0.1974963744,0.0070313465
29.1163918314,0.0369559127,75.663642272,7.3309344202,0.1974544017,0.0070313465
29.1163918314,0.0369559127,75.8609544014,7.8577560998,0.198362145,0.0070233034
28.6298950873,0.0383940914,75.8609544014,7.0855279916,0.198362145,0.0070233034
28.6298950873,0.0058400846,75.8609544014,7.0855279916,0.198362145,0.0070233034
28.6298950873,0.0058400846,75.8609544014,7.0855279916,0.198362145,0.0070233034
28.6298950873,0.0058400846,75.8609544014,7.0855279916,0.198362145,0.0070155303
28.4674529381,0.0270318022,75.2876100504,7.0855279916,0.198362145,0.0070155303
28.4674529381,0.0270318022,75.2876100504,7.0855279916,0.1983849415,0.0070155303
28.3190290402,0.0270318022,75.2876100504,7.2070873036,0.1983849415,0.0070155303
29.7851562814,0.0270318022,75.2876100504,7.2070873036,0.1985007045,0.0070207015
